accept_type,author_list,filename,majority_authors_from_india,paper_content,paper_id,paper_title,pdf_url,top_author_from_india
poster,"[{'name': 'Sujoy Bhore', 'openreview_id': '~Sujoy_Bhore1', 'affiliation_name': 'Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'affiliation_domain': 'cse.iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Devdan Dey', 'openreview_id': '~Devdan_Dey1', 'affiliation_name': 'Indian Institute of Technology, Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Satyam Singh', 'openreview_id': '~Satyam_Singh1', 'affiliation_name': 'Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'affiliation_domain': 'cse.iitb.ac.in', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,,nNiWRRj6r9,ONLINE EPSILON NET & PIERCING SET FOR GEOMETRIC CONCEPTS,https://openreview.net/pdf/696d482ba820dd1fb2c61d652aea1b70e1287ef9.pdf,True
oral,"[{'name': 'Esben Kran', 'openreview_id': '~Esben_Kran1', 'affiliation_name': 'Apart Research', 'affiliation_domain': 'apartresearch.com', 'affiliation_country': 'US'}, {'name': 'Hieu Minh Nguyen', 'openreview_id': '~Hieu_Minh_Nguyen2', 'affiliation_name': 'University of Science and Technology of Hanoi', 'affiliation_domain': 'usth.edu.vn', 'affiliation_country': 'VN'}, {'name': 'Akash Kundu', 'openreview_id': '~Akash_Kundu2', 'affiliation_name': 'Heritage Institute of Technology', 'affiliation_domain': 'heritageit.edu', 'affiliation_country': 'IN'}, {'name': 'Sami Jawhar', 'openreview_id': '~Sami_Jawhar1', 'affiliation_name': 'METR', 'affiliation_domain': 'metr.org', 'affiliation_country': 'US'}, {'name': 'Jinsuk Park', 'openreview_id': '~Jinsuk_Park1', 'affiliation_name': 'Independent', 'affiliation_domain': 'UNK', 'affiliation_country': 'US'}, {'name': 'Mateusz Maria Jurewicz', 'openreview_id': '~Mateusz_Maria_Jurewicz1', 'affiliation_name': 'Independent', 'affiliation_domain': 'UNK', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces DarkBench, a benchmark to identify and quantify ""dark patterns""—manipulative design techniques—in large language models (LLMs).  The benchmark evaluates six categories of dark patterns in responses from 14 LLMs from leading companies.  The study aims to highlight the prevalence of these patterns and encourage developers to mitigate their use in AI systems, promoting ethical AI development.
",odjMSBSWRt,DarkBench: Benchmarking Dark Patterns in Large Language Models,https://openreview.net/pdf/66d66215ed6e8821cf14e0c9c0e83be089660c40.pdf,False
poster,"[{'name': 'Peihao Wang', 'openreview_id': '~Peihao_Wang1', 'affiliation_name': 'University of Texas, Austin', 'affiliation_domain': 'utexas.edu', 'affiliation_country': 'US'}, {'name': 'Ruisi Cai', 'openreview_id': '~Ruisi_Cai1', 'affiliation_name': 'University of Texas at Austin', 'affiliation_domain': 'utexas.edu', 'affiliation_country': 'US'}, {'name': 'Jiajun Zhu', 'openreview_id': '~Jiajun_Zhu1', 'affiliation_name': 'Zhejiang University', 'affiliation_domain': 'zju.edu.cn', 'affiliation_country': 'CN'}, {'name': 'Pragya Srivastava', 'openreview_id': '~Pragya_Srivastava1', 'affiliation_name': 'Google DeepMind', 'affiliation_domain': 'google.com', 'affiliation_country': 'IN'}, {'name': 'Zhangyang Wang', 'openreview_id': '~Zhangyang_Wang1', 'affiliation_name': 'University of Texas at Austin', 'affiliation_domain': 'utexas.edu', 'affiliation_country': 'US'}, {'name': 'Pan Li', 'openreview_id': '~Pan_Li2', 'affiliation_name': 'Georgia Institute of Technology', 'affiliation_domain': 'gatech.edu', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper investigates the limitations of State Space Models (SSMs) related to recency bias and over-smoothing.  It argues that these inherent limitations hinder scalability.  The authors propose a polarization technique to address these issues and improve long-range associative recall accuracy in SSMs.
",pymXpl4qvi,Understanding and Mitigating Bottlenecks of State Space Models through the Lens of Recency and Over-smoothing,https://openreview.net/pdf/982acd7979eff95835985d1c18fb057152350bf1.pdf,False
poster,"[{'name': 'Kartik Thakral', 'openreview_id': '~Kartik_Thakral1', 'affiliation_name': 'Indian Institute of Technology Jodhpur, India', 'affiliation_domain': 'iitj.ac.in', 'affiliation_country': 'IN'}, {'name': 'Rishabh Ranjan', 'openreview_id': '~Rishabh_Ranjan4', 'affiliation_name': 'Indian Institute of Technology Jodhpur, India', 'affiliation_domain': 'iitj.ac.in', 'affiliation_country': 'IN'}, {'name': 'Akanksha Singh', 'openreview_id': '~Akanksha_Singh1', 'affiliation_name': 'Indian Institute of Technology, Madras', 'affiliation_domain': 'iitm.ac.in', 'affiliation_country': 'IN'}, {'name': 'Akshat Jain', 'openreview_id': '~Akshat_Jain2', 'affiliation_name': 'IIT Jodhpur', 'affiliation_domain': 'iitj.ac.in', 'affiliation_country': 'IN'}, {'name': '', 'openreview_id': '~Mayank_Vatsa1', 'affiliation_name': 'Indian Institute of Technology Jodhpur, India', 'affiliation_domain': 'iitj.ac.in', 'affiliation_country': 'IN'}, {'name': 'Richa Singh', 'openreview_id': '~Richa_Singh1', 'affiliation_name': 'Indian Institute of Technology Jodhpur, India', 'affiliation_domain': 'iitj.ac.in', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"The paper introduces ILLUSION, a large-scale, multi-modal deepfake dataset.  It comprises 1.3 million samples spanning audio-visual forgeries, 26 languages, and various manipulation protocols to address the limitations of existing datasets.  The goal is to create a dataset robust enough to evaluate and advance deepfake detection research, bridging the gap between synthetic and real-world complexities.
",qnlG3zPQUy,"ILLUSION: Unveiling Truth with a Comprehensive Multi-Modal, Multi-Lingual Deepfake Dataset",https://openreview.net/pdf/b4b0f39d84d66fbd58c0ce677e7f47db34c37ab8.pdf,True
oral,"[{'name': 'Daniel Paleka', 'openreview_id': '~Daniel_Paleka1', 'affiliation_name': 'Department of Computer Science, ETHZ - ETH Zurich', 'affiliation_domain': 'inf.ethz.ch', 'affiliation_country': 'CH'}, {'name': 'Abhimanyu Pallavi Sudhir', 'openreview_id': '~Abhimanyu_Pallavi_Sudhir1', 'affiliation_name': 'University of Warwick', 'affiliation_domain': 'warwick.ac.uk', 'affiliation_country': 'GB'}, {'name': 'Alejandro Alvarez', 'openreview_id': '~Alejandro_Alvarez1', 'affiliation_name': 'Independent', 'affiliation_domain': 'gmail.com', 'affiliation_country': 'US'}, {'name': 'Vineeth Bhat', 'openreview_id': '~Vineeth_Bhat1', 'affiliation_name': 'International Institute of Information Technology, Hyderabad, International Institute of Information Technology Hyderabad', 'affiliation_domain': 'students.iiit.ac.in', 'affiliation_country': 'IN'}, {'name': 'Adam Shen', 'openreview_id': '~Adam_Shen1', 'affiliation_name': 'Columbia University', 'affiliation_domain': 'columbia.edu', 'affiliation_country': 'US'}, {'name': 'Evan Wang', 'openreview_id': '~Evan_Wang2', 'affiliation_name': 'Cornell University', 'affiliation_domain': 'cornell.edu', 'affiliation_country': 'US'}, {'name': 'Florian Tramèr', 'openreview_id': '~Florian_Tramèr1', 'affiliation_name': 'ETHZ - ETH Zurich', 'affiliation_domain': 'ethz.ch', 'affiliation_country': 'CH'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces consistency metrics to evaluate large language model (LLM) forecasters, addressing the challenge of instantaneously evaluating their predictions.  The authors propose a new metric based on arbitrage and develop an automated evaluation system to assess the logical consistency of forecasts.  The study validates these metrics against ground-truth Brier scores, demonstrating their potential for efficient and reliable LLM forecasting evaluation, particularly for long-term predictions.
",r5IXBlTCGc,Consistency Checks for Language Model Forecasters,https://openreview.net/pdf/389d3f91440e04c180ab71609410dccb834213d4.pdf,False
poster,"[{'name': '', 'openreview_id': '~Manohar_Kaul1', 'affiliation_name': 'Fujitsu Research and Development Center Co. Ltm.', 'affiliation_domain': 'fujitsu.com', 'affiliation_country': 'IN'}, {'name': 'Aditya Saibewar', 'openreview_id': '~Aditya_Saibewar1', 'affiliation_name': 'Fujitsu Research and Development Center Co. Ltm.', 'affiliation_domain': 'fujitsu.com', 'affiliation_country': 'IN'}, {'name': 'Sadbhavana Babar', 'openreview_id': '~Sadbhavana_Babar1', 'affiliation_name': 'Fujitsu Research and Development Center Co. Ltm.', 'affiliation_domain': 'fujitsu.com', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This research paper proposes a novel defense mechanism for large language models (LLMs) against socially engineered attacks.  It leverages hypergraphs and the Gromov-Hausdorff distance to create a metric space representing prompts, enabling a safety filter to distinguish between benign and malicious prompts.  The method is designed to address the growing threat of sophisticated, human-like attacks and exhibits improved performance compared to existing, more generic defenses.
",rnJxelIZrq,Beyond Mere Token Analysis: A Hypergraph Metric Space Framework for Defending Against Socially Engineered LLM Attacks,https://openreview.net/pdf/cedd874528d6099323a83a93e025814f28b8e16e.pdf,True
spotlight,"[{'name': 'Colin White', 'openreview_id': '~Colin_White1', 'affiliation_name': 'Facebook', 'affiliation_domain': 'meta.com', 'affiliation_country': 'US'}, {'name': 'Manley Roberts', 'openreview_id': '~Manley_Roberts1', 'affiliation_name': 'Abridge', 'affiliation_domain': 'abridge.com', 'affiliation_country': 'US'}, {'name': 'Arka Pal', 'openreview_id': '~Arka_Pal2', 'affiliation_name': 'Ritual AI', 'affiliation_domain': 'ritual.ai', 'affiliation_country': 'US'}, {'name': 'Benjamin Feuer', 'openreview_id': '~Benjamin_Feuer1', 'affiliation_name': 'New York University', 'affiliation_domain': 'nyu.edu', 'affiliation_country': 'US'}, {'name': 'Siddhartha Jain', 'openreview_id': '~Siddhartha_Jain1', 'affiliation_name': 'NVIDIA', 'affiliation_domain': 'nvidia.com', 'affiliation_country': 'US'}, {'name': 'Ravid Shwartz-Ziv', 'openreview_id': '~Ravid_Shwartz-Ziv2', 'affiliation_name': 'NYU', 'affiliation_domain': 'UNK', 'affiliation_country': 'US'}, {'name': 'Neel Jain', 'openreview_id': '~Neel_Jain1', 'affiliation_name': 'University of Maryland, College Park', 'affiliation_domain': 'umd.edu', 'affiliation_country': 'US'}, {'name': 'Khalid Saifullah', 'openreview_id': '~Khalid_Saifullah1', 'affiliation_name': 'University of Maryland, College Park', 'affiliation_domain': 'umd.edu', 'affiliation_country': 'US'}, {'name': 'Sreemanti Dey', 'openreview_id': '~Sreemanti_Dey1', 'affiliation_name': 'Abacus.AI', 'affiliation_domain': 'UNK', 'affiliation_country': 'US'}, {'name': 'Shubh-Agrawal', 'openreview_id': '~Shubh-Agrawal1', 'affiliation_name': 'Abacus.ai', 'affiliation_domain': 'abacus.ai', 'affiliation_country': 'IN'}, {'name': 'Sandeep Singh Sandha', 'openreview_id': '~Sandeep_Singh_Sandha1', 'affiliation_name': 'Abacus inc', 'affiliation_domain': 'abacus.ai', 'affiliation_country': 'US'}, {'name': 'Siddartha Venkat Naidu', 'openreview_id': '~Siddartha_Venkat_Naidu1', 'affiliation_name': 'Abacus.AI', 'affiliation_domain': 'UNK', 'affiliation_country': 'US'}, {'name': '', 'openreview_id': '~Chinmay_Hegde1', 'affiliation_name': 'New York University', 'affiliation_domain': 'nyu.edu', 'affiliation_country': 'US'}, {'name': 'Yann LeCun', 'openreview_id': '~Yann_LeCun1', 'affiliation_name': 'Facebook', 'affiliation_domain': 'meta.com', 'affiliation_country': 'US'}, {'name': '', 'openreview_id': '~Tom_Goldstein1', 'affiliation_name': 'University of Maryland, College Park', 'affiliation_domain': 'umd.edu', 'affiliation_country': 'US'}, {'name': 'Willie Neiswanger', 'openreview_id': '~Willie_Neiswanger2', 'affiliation_name': 'University of Southern California', 'affiliation_domain': 'usc.edu', 'affiliation_country': 'US'}, {'name': 'Micah Goldblum', 'openreview_id': '~Micah_Goldblum1', 'affiliation_name': 'Columbia University', 'affiliation_domain': 'columbia.edu', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"LiveBench is a new LLM benchmark designed to address test set contamination issues.  It uses automatically scored, frequently updated questions from recent information sources across various challenging tasks (math, coding, reasoning, etc.).  The benchmark aims for resilience against model overfitting and provides a more reliable evaluation of LLM capabilities.
",sKYHBTAxVa,"LiveBench: A Challenging, Contamination-Limited LLM Benchmark",https://openreview.net/pdf/b0d866d6f88096c375607735dcf000ab2a892567.pdf,False
poster,"[{'name': 'Poojan Chetan Shah', 'openreview_id': '~Poojan_Chetan_Shah1', 'affiliation_name': 'Indian Institute of Technology, Delhi', 'affiliation_domain': 'iitd.ac.in', 'affiliation_country': 'IN'}, {'name': 'Ragesh Jaiswal', 'openreview_id': '~Ragesh_Jaiswal1', 'affiliation_name': 'Indian Institute of Technology Delhi', 'affiliation_domain': 'iitd.ac.in', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper develops a quantum algorithm for approximating D[2]-sampling, a fundamental component of k-means++ clustering.  The algorithm, along with a dequantized version, achieves a time complexity of O[˜](ζ²k²).  This leads to a quantum-inspired classical implementation of k-means++ with a faster running time than existing methods for large datasets.
",tDIL7UXmSS,Quantum (Inspired)  $D^2$-sampling with Applications,https://openreview.net/pdf/200469483697d3ac66abe0d44a5efe9482fa9101.pdf,True
poster,"[{'name': '', 'openreview_id': '~Bodhisattwa_Prasad_Majumder1', 'affiliation_name': 'Allen Institute for Artificial Intelligence', 'affiliation_domain': 'allenai.org', 'affiliation_country': 'US'}, {'name': 'Harshit Surana', 'openreview_id': '~Harshit_Surana1', 'affiliation_name': 'Allen Institute for Artificial Intelligence', 'affiliation_domain': 'allenai.org', 'affiliation_country': 'US'}, {'name': 'Dhruv Agarwal', 'openreview_id': '~Dhruv_Agarwal2', 'affiliation_name': 'University of Massachusetts Amherst', 'affiliation_domain': 'cs.umass.edu', 'affiliation_country': 'US'}, {'name': 'Bhavana Dalvi Mishra', 'openreview_id': '~Bhavana_Dalvi_Mishra2', 'affiliation_name': 'Allen Institute for Artificial Intelligence', 'affiliation_domain': 'allenai.org', 'affiliation_country': 'US'}, {'name': 'Abhijeetsingh Meena', 'openreview_id': '~Abhijeetsingh_Meena1', 'affiliation_name': 'OpenLocus', 'affiliation_domain': 'UNK', 'affiliation_country': 'UNK'}, {'name': 'Aryan Prakhar', 'openreview_id': '~Aryan_Prakhar1', 'affiliation_name': 'Indian Institute of Technology (Banaras Hindu University) Varanasi', 'affiliation_domain': 'iitbhu.ac.in', 'affiliation_country': 'IN'}, {'name': 'Tirth Vora', 'openreview_id': '~Tirth_Vora1', 'affiliation_name': 'OpenLocus', 'affiliation_domain': 'openlocus.ai', 'affiliation_country': 'IN'}, {'name': 'Tushar Khot', 'openreview_id': '~Tushar_Khot1', 'affiliation_name': 'Allen Institute for Artificial Intelligence', 'affiliation_domain': 'allenai.org', 'affiliation_country': 'US'}, {'name': '', 'openreview_id': '~Ashish_Sabharwal1', 'affiliation_name': 'Allen Institute for AI', 'affiliation_domain': 'allenai.org', 'affiliation_country': 'US'}, {'name': '', 'openreview_id': '~Peter_Clark1', 'affiliation_name': 'Allen Institute for Artificial Intelligence', 'affiliation_domain': 'allenai.org', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces DISCOVERYBENCH, a comprehensive benchmark to evaluate large language models' (LLMs) abilities in data-driven discovery.  It formalizes this multi-step process using 264 manually derived and 903 synthetic tasks across diverse domains.  The benchmark aims to assess LLM capabilities in automating hypothesis search and verification from datasets alone.
",vyflgpwfJW,DiscoveryBench: Towards Data-Driven Discovery with Large Language Models,https://openreview.net/pdf/86ad04ca338565e2886508ecd9de33292760d63b.pdf,False
poster,"[{'name': 'Kunal Singh', 'openreview_id': '~Kunal_Singh1', 'affiliation_name': 'Fractal Analytics', 'affiliation_domain': 'fractal.ai', 'affiliation_country': 'IN'}, {'name': 'Ankan Biswas', 'openreview_id': '~Ankan_Biswas1', 'affiliation_name': 'Fractal', 'affiliation_domain': 'fractal.ai', 'affiliation_country': 'IN'}, {'name': 'Sayandeep Bhowmick', 'openreview_id': '~Sayandeep_Bhowmick1', 'affiliation_name': 'Indian Institute of Technology Kharagpur', 'affiliation_domain': 'iitkgp.ac.in', 'affiliation_country': 'IN'}, {'name': 'Pradeep Moturi', 'openreview_id': '~Pradeep_Moturi1', 'affiliation_name': 'Fractal AI', 'affiliation_domain': 'fractal.ai', 'affiliation_country': 'IN'}, {'name': 'Siva Kishore Gollapalli', 'openreview_id': '~Siva_Kishore_Gollapalli1', 'affiliation_name': 'Fractal AI Research', 'affiliation_domain': 'fractal.ai', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper introduces SBSC, a multi-turn framework for LLMs to solve mathematical Olympiad problems.  SBSC allows the model to generate a sequence of programs, each addressing a sub-task, ultimately reaching the solution.  Experiments demonstrate significant improvement over existing state-of-the-art methods, especially when evaluated on competition-level datasets.
",wSkvf2WyYz,SBSC: Step-by-Step Coding for Improving Mathematical Olympiad Performance,https://openreview.net/pdf/df1273af2e4a905f17436545415573e192eb813f.pdf,True
spotlight,"[{'name': 'Arnab Bhattacharyya', 'openreview_id': '~Arnab_Bhattacharyya1', 'affiliation_name': 'The University of Warwick', 'affiliation_domain': 'warwick.ac.uk', 'affiliation_country': 'GB'}, {'name': 'Sutanu Gayen', 'openreview_id': '~Sutanu_Gayen1', 'affiliation_name': 'Indian Institute of Technology, Kanpur', 'affiliation_domain': 'iitk.ac.in', 'affiliation_country': 'IN'}, {'name': 'Kuldeep S. Meel', 'openreview_id': '~Kuldeep_S._Meel2', 'affiliation_name': 'Department of Computer Science', 'affiliation_domain': 'cs.toronto.edu', 'affiliation_country': 'CA'}, {'name': 'Dimitrios Myrisiotis', 'openreview_id': '~Dimitrios_Myrisiotis1', 'affiliation_name': 'CNRS@CREATE LTD.', 'affiliation_domain': 'cnrsatcreate.cnrs.fr', 'affiliation_country': 'FR'}, {'name': 'A. Pavan', 'openreview_id': '~A._Pavan1', 'affiliation_name': 'Iowa State University', 'affiliation_domain': 'iastate.edu', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper explores the computational complexity of total variation (TV) distance.  It presents a polynomial-time algorithm for determining the equivalence of mixtures of product distributions.  Conversely, it proves the computational intractability of estimating TV distance for arbitrary Ising models, unless NP is a subset of RP.
",xak8c9l1nu,Computational Explorations of Total Variation Distance,https://openreview.net/pdf/6e8a05bb3916372d453630aead0f422d343d66c3.pdf,False
poster,"[{'name': 'SUBBA REDDY OOTA', 'openreview_id': '~SUBBA_REDDY_OOTA1', 'affiliation_name': 'INRIA', 'affiliation_domain': 'inria.fr', 'affiliation_country': 'FR'}, {'name': 'Akshett Rai Jindal', 'openreview_id': '~Akshett_Rai_Jindal1', 'affiliation_name': 'International Institute of Information Technology, Hyderabad, International Institute of Information Technology Hyderabad', 'affiliation_domain': 'research.iiit.ac.in', 'affiliation_country': 'IN'}, {'name': 'Ishani Mondal', 'openreview_id': '~Ishani_Mondal1', 'affiliation_name': 'Microsoft', 'affiliation_domain': 'microsoft.com', 'affiliation_country': 'US'}, {'name': 'Khushbu Pahwa', 'openreview_id': '~Khushbu_Pahwa1', 'affiliation_name': 'Amazon', 'affiliation_domain': 'amazon.com', 'affiliation_country': 'US'}, {'name': 'Satya Sai Srinath Namburi GNVV', 'openreview_id': '~Satya_Sai_Srinath_Namburi_GNVV1', 'affiliation_name': 'GE HealthCare', 'affiliation_domain': 'gehealthcare.com', 'affiliation_country': 'US'}, {'name': 'Manish Shrivastava', 'openreview_id': '~Manish_Shrivastava1', 'affiliation_name': 'International Institute of Information Technology Hyderabad, India', 'affiliation_domain': 'iiit.ac.in', 'affiliation_country': 'IN'}, {'name': 'Maneesh Kumar Singh', 'openreview_id': '~Maneesh_Kumar_Singh1', 'affiliation_name': 'Spector Inc', 'affiliation_domain': 'spector.com', 'affiliation_country': 'US'}, {'name': 'Manish Gupta', 'openreview_id': '~Manish_Gupta1', 'affiliation_name': 'Microsoft', 'affiliation_domain': 'microsoft.com', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper investigates how instruction-tuned multimodal large language models (MLLMs) align with brain activity during visual processing.  Specifically, it examines whether MLLMs, prompted with natural instructions, improve brain alignment compared to vision-only models and non-instruction-tuned MLLMs.  The results suggest that MLLMs effectively capture instruction-specific visual concepts, leading to better prediction of neural responses, though not all instructions are equally relevant.
",xkgfLXZ4e0,Correlating instruction-tuning (in multimodal models) with vision-language processing (in the brain),https://openreview.net/pdf/ad1526ba5aa0fcd86c14372acef3466b9e018680.pdf,False
